,age,length_of_service,clusters
44825,22,0,2
44826,23,1,2
44827,24,2,2
44828,25,3,2
44829,26,4,2
44830,27,5,2
44831,22,0,2
44832,23,1,2
44833,24,2,2
44834,25,3,2
44835,26,4,2
44836,27,5,2
44837,22,0,2
44838,23,1,2
44839,24,2,2
44840,25,3,2
44841,26,4,2
44842,27,5,2
44843,22,0,2
44844,22,0,2
44845,23,1,2
44846,24,2,2
44847,25,3,2
44848,26,4,2
44849,27,5,2
44850,22,0,2
44851,23,1,2
44852,22,0,2
44853,23,1,2
44854,24,2,2
44855,25,3,2
44856,26,4,2
44857,27,5,2
44858,22,0,2
44859,23,1,2
44860,24,2,2
44861,22,0,2
44862,23,1,2
44863,24,2,2
44864,25,3,2
44865,26,4,2
44866,27,5,2
44867,22,0,2
44868,23,1,2
44869,24,2,2
44870,25,3,2
44871,26,4,2
44872,27,5,2
44873,22,0,2
44874,23,1,2
44875,24,2,2
44876,25,3,2
44877,26,4,2
44878,27,5,2
44879,22,0,2
44880,23,1,2
44881,24,2,2
44882,25,3,2
44883,26,4,2
44884,27,5,2
44885,22,0,2
44886,23,1,2
44887,24,2,2
44888,25,3,2
44889,26,4,2
44890,27,5,2
44891,22,0,2
44892,23,1,2
44893,24,2,2
44894,25,3,2
44895,26,4,2
44896,27,5,2
44897,22,0,2
44898,23,1,2
44899,24,2,2
44900,25,3,2
44901,26,4,2
44902,27,5,2
44903,22,0,2
44904,23,1,2
44905,24,2,2
44906,25,3,2
44907,26,4,2
44908,27,5,2
44909,22,0,2
44910,23,1,2
44911,24,2,2
44912,25,3,2
44913,26,4,2
44914,27,5,2
44915,22,0,2
44916,23,1,2
44917,24,2,2
44918,25,3,2
44919,26,4,2
44920,27,5,2
44921,22,0,2
44922,23,1,2
44923,24,2,2
44924,25,3,2
44925,26,4,2
44926,27,5,2
44927,22,0,2
44928,23,1,2
44929,24,2,2
44930,25,3,2
44931,26,4,2
44932,27,5,2
44933,22,0,2
44934,23,1,2
44935,24,2,2
44936,25,3,2
44937,26,4,2
44938,27,5,2
44939,22,0,2
44940,23,1,2
44941,24,2,2
44942,25,3,2
44943,26,4,2
44944,27,5,2
44945,22,0,2
44946,23,1,2
44947,24,2,2
44948,25,3,2
44949,26,4,2
44950,27,5,2
44951,22,0,2
44952,23,1,2
44953,24,2,2
44954,25,3,2
44955,26,4,2
44956,27,5,2
44957,22,0,2
44958,23,1,2
44959,24,2,2
44960,25,3,2
44961,26,4,2
44962,27,5,2
44963,22,0,2
44964,23,1,2
44965,24,2,2
44966,25,3,2
44967,26,4,2
44968,27,5,2
44969,22,0,2
44970,23,1,2
44971,24,2,2
44972,25,3,2
44973,26,4,2
44974,27,5,2
44975,22,0,2
44976,23,1,2
44977,24,2,2
44978,25,3,2
44979,26,4,2
44980,27,5,2
44981,22,0,2
44982,23,1,2
44983,24,2,2
44984,25,3,2
44985,26,4,2
44986,27,5,2
44987,22,0,2
44988,23,1,2
44989,24,2,2
44990,25,3,2
44991,26,4,2
44992,27,5,2
44993,22,0,2
44994,23,1,2
44995,24,2,2
44996,25,3,2
44997,26,4,2
44998,27,5,2
44999,22,0,2
45000,23,1,2
45001,24,2,2
45002,25,3,2
45003,26,4,2
45004,27,5,2
45005,22,0,2
45006,23,1,2
45007,24,2,2
45008,25,3,2
45009,26,4,2
45010,27,5,2
45011,22,0,2
45012,23,1,2
45013,24,2,2
45014,25,3,2
45015,26,4,2
45016,27,5,2
45017,22,0,2
45018,23,1,2
45019,24,2,2
45020,25,3,2
45021,26,4,2
45022,27,5,2
45023,22,0,2
45024,23,1,2
45025,24,2,2
45026,25,3,2
45027,26,4,2
45028,27,5,2
45029,22,0,2
45030,23,1,2
45031,24,2,2
45032,25,3,2
45033,26,4,2
45034,27,5,2
45035,22,0,2
45036,23,1,2
45037,24,2,2
45038,25,3,2
45039,26,4,2
45040,27,5,2
45041,22,0,2
45042,23,1,2
45043,24,2,2
45044,25,3,2
45045,26,4,2
45046,27,5,2
45047,22,0,2
45048,23,1,2
45049,24,2,2
45050,25,3,2
45051,26,4,2
45052,27,5,2
45053,22,0,2
45054,23,1,2
45055,24,2,2
45056,25,3,2
45057,26,4,2
45058,27,5,2
45059,22,0,2
45060,23,1,2
45061,24,2,2
45062,25,3,2
45063,26,4,2
45064,27,5,2
45065,22,0,2
45066,23,1,2
45067,24,2,2
45068,25,3,2
45069,26,4,2
45070,27,5,2
45071,22,0,2
45072,23,1,2
45073,24,2,2
45074,25,3,2
45075,26,4,2
45076,27,5,2
45077,22,0,2
45078,23,1,2
45079,24,2,2
45080,25,3,2
45081,26,4,2
45082,27,5,2
45083,22,0,2
45084,23,1,2
45085,24,2,2
45086,25,3,2
45087,26,4,2
45088,27,5,2
45089,22,0,2
45090,23,1,2
45091,24,2,2
45092,25,3,2
45093,26,4,2
45094,27,5,2
45095,22,0,2
45096,23,1,2
45097,24,2,2
45098,25,3,2
45099,26,4,2
45100,27,5,2
45101,22,0,2
45102,23,1,2
45103,24,2,2
45104,25,3,2
45105,26,4,2
45106,27,5,2
45107,22,0,2
45108,23,1,2
45109,24,2,2
45110,25,3,2
45111,26,4,2
45112,27,5,2
45113,22,0,2
45114,23,1,2
45115,24,2,2
45116,22,0,2
45117,23,1,2
45118,24,2,2
45119,25,3,2
45120,26,4,2
45121,27,5,2
45122,22,0,2
45123,23,1,2
45124,24,2,2
45125,25,3,2
45126,22,0,2
45127,23,1,2
45128,24,2,2
45129,25,3,2
45130,26,4,2
45131,27,5,2
45132,22,0,2
45133,23,1,2
45134,24,2,2
45135,25,3,2
45136,26,4,2
45137,27,5,2
45138,22,0,2
45139,23,1,2
45140,24,2,2
45141,25,3,2
45142,26,4,2
45143,27,5,2
45144,22,0,2
45145,23,1,2
45146,24,2,2
45147,25,3,2
45148,26,4,2
45149,27,5,2
45150,22,0,2
45151,23,1,2
45152,24,2,2
45153,22,0,2
45154,23,1,2
45155,24,2,2
45156,25,3,2
45157,26,4,2
45158,27,5,2
45159,22,0,2
45160,23,1,2
45161,24,2,2
45162,25,3,2
45163,26,4,2
45164,27,5,2
45165,22,0,2
45166,23,1,2
45167,24,2,2
45168,25,3,2
45169,26,4,2
45170,27,5,2
45171,22,0,2
45172,23,1,2
45173,24,2,2
45174,25,3,2
45175,26,4,2
45176,27,5,2
45177,22,0,2
45178,23,1,2
45179,24,2,2
45180,25,3,2
45181,26,4,2
45182,27,5,2
45183,22,0,2
45184,23,1,2
45185,24,2,2
45186,25,3,2
45187,26,4,2
45188,27,5,2
45189,22,0,2
45190,23,1,2
45191,24,2,2
45192,25,3,2
45193,26,4,2
45194,27,5,2
45195,22,0,2
45196,23,1,2
45197,24,2,2
45198,25,3,2
45199,26,4,2
45200,27,5,2
45201,22,0,2
45202,23,1,2
45203,24,2,2
45204,25,3,2
45205,26,4,2
45206,27,5,2
45207,22,0,2
45208,23,1,2
45209,24,2,2
45210,25,3,2
45211,26,4,2
45212,27,5,2
45213,22,0,2
45214,23,1,2
45215,24,2,2
45216,25,3,2
45217,26,4,2
45218,27,5,2
45219,22,0,2
45220,23,1,2
45221,24,2,2
45222,25,3,2
45223,26,4,2
45224,27,5,2
45225,22,0,2
45226,23,1,2
45227,24,2,2
45228,25,3,2
45229,26,4,2
45230,27,5,2
45231,22,0,2
45232,23,1,2
45233,24,2,2
45234,25,3,2
45235,26,4,2
45236,27,5,2
45237,22,0,2
45238,23,1,2
45239,24,2,2
45240,25,3,2
45241,26,4,2
45242,27,5,2
45243,22,0,2
45244,23,1,2
45245,24,2,2
45246,25,3,2
45247,26,4,2
45248,27,5,2
45249,22,0,2
45250,23,1,2
45251,24,2,2
45252,25,3,2
45253,26,4,2
45254,27,5,2
45255,22,0,2
45256,23,1,2
45257,24,2,2
45258,25,3,2
45259,26,4,2
45260,27,5,2
45261,22,0,2
45262,23,1,2
45263,24,2,2
45264,25,3,2
45265,26,4,2
45266,27,5,2
45267,22,0,2
45268,23,1,2
45269,24,2,2
45270,25,3,2
45271,26,4,2
45272,27,5,2
45273,22,0,2
45274,23,1,2
45275,24,2,2
45276,25,3,2
45277,26,4,2
45278,27,5,2
45279,22,0,2
45280,23,1,2
45281,24,2,2
45282,25,3,2
45283,26,4,2
45284,27,5,2
45285,22,0,2
45286,23,1,2
45287,24,2,2
45288,22,0,2
45289,23,1,2
45290,24,2,2
45291,25,3,2
45292,26,4,2
45293,27,5,2
45294,21,0,2
45295,22,1,2
45296,23,2,2
45297,24,3,2
45298,25,4,2
45299,26,5,2
45300,21,0,2
45301,22,1,2
45302,23,2,2
45303,24,3,2
45304,25,4,2
45305,26,5,2
45306,21,0,2
45307,22,1,2
45308,23,2,2
45309,24,3,2
45310,25,4,2
45311,26,5,2
45312,21,0,2
45313,22,1,2
45314,23,2,2
45315,24,3,2
45316,25,4,2
45317,26,5,2
45318,21,0,2
45319,22,1,2
45320,23,2,2
45321,24,3,2
45322,21,0,2
45323,22,1,2
45324,23,2,2
45325,24,3,2
45326,25,4,2
45327,26,5,2
45328,21,0,2
45329,22,1,2
45330,23,2,2
45331,24,3,2
45332,25,4,2
45333,26,5,2
45334,21,0,2
45335,22,1,2
45336,23,2,2
45337,24,3,2
45338,25,4,2
45339,26,5,2
45340,21,0,2
45341,22,1,2
45342,23,2,2
45343,24,3,2
45344,25,4,2
45345,26,5,2
45346,21,0,2
45347,22,1,2
45348,23,2,2
45349,24,3,2
45350,25,4,2
45351,26,5,2
45352,21,0,2
45353,22,1,2
45354,23,2,2
45355,24,3,2
45356,25,4,2
45357,26,5,2
45358,21,0,2
45359,22,1,2
45360,23,2,2
45361,24,3,2
45362,25,4,2
45363,26,5,2
45364,21,0,2
45365,21,0,2
45366,22,1,2
45367,23,2,2
45368,24,3,2
45369,25,4,2
45370,26,5,2
45371,21,0,2
45372,22,1,2
45373,23,2,2
45374,24,3,2
45375,25,4,2
45376,26,5,2
45377,21,0,2
45378,22,1,2
45379,23,2,2
45380,24,3,2
45381,25,4,2
45382,26,5,2
45383,21,0,2
45384,22,1,2
45385,23,2,2
45386,24,3,2
45387,25,4,2
45388,26,5,2
45389,21,0,2
45390,22,1,2
45391,23,2,2
45392,24,3,2
45393,25,4,2
45394,26,5,2
45395,21,0,2
45396,22,1,2
45397,23,2,2
45398,24,3,2
45399,25,4,2
45400,26,5,2
45401,21,0,2
45402,22,1,2
45403,23,2,2
45404,24,3,2
45405,25,4,2
45406,26,5,2
45407,21,0,2
45408,22,1,2
45409,23,2,2
45410,24,3,2
45411,25,4,2
45412,26,5,2
45413,21,0,2
45414,22,1,2
45415,23,2,2
45416,24,3,2
45417,25,4,2
45418,26,5,2
45419,21,0,2
45420,21,0,2
45421,22,1,2
45422,23,2,2
45423,24,3,2
45424,25,4,2
45425,26,5,2
45426,21,0,2
45427,22,1,2
45428,23,2,2
45429,24,3,2
45430,25,4,2
45431,26,5,2
45432,21,0,2
45433,22,1,2
45434,23,2,2
45435,24,3,2
45436,25,4,2
45437,26,5,2
45438,21,0,2
45439,22,1,2
45440,23,2,2
45441,24,3,2
45442,25,4,2
45443,26,5,2
45444,21,0,2
45445,22,1,2
45446,23,2,2
45447,24,3,2
45448,25,4,2
45449,26,5,2
45450,21,0,2
45451,22,1,2
45452,23,2,2
45453,24,3,2
45454,25,4,2
45455,26,5,2
45456,21,0,2
45457,22,1,2
45458,23,2,2
45459,24,3,2
45460,25,4,2
45461,26,5,2
45462,21,0,2
45463,22,1,2
45464,23,2,2
45465,24,3,2
45466,25,4,2
45467,26,5,2
45468,21,0,2
45469,22,1,2
45470,23,2,2
45471,24,3,2
45472,25,4,2
45473,26,5,2
45474,21,0,2
45475,22,1,2
45476,23,2,2
45477,24,3,2
45478,25,4,2
45479,26,5,2
45480,21,0,2
45481,22,1,2
45482,23,2,2
45483,21,0,2
45484,22,1,2
45485,23,2,2
45486,24,3,2
45487,25,4,2
45488,26,5,2
45489,21,0,2
45490,22,1,2
45491,23,2,2
45492,24,3,2
45493,25,4,2
45494,26,5,2
45495,21,0,2
45496,22,1,2
45497,21,0,2
45498,22,1,2
45499,21,0,2
45500,22,1,2
45501,21,0,2
45502,22,1,2
45503,21,0,2
45504,22,1,2
45505,23,2,2
45506,24,3,2
45507,25,4,2
45508,26,5,2
45509,21,0,2
45510,22,1,2
45511,21,0,2
45512,22,1,2
45513,23,2,2
45514,24,3,2
45515,25,4,2
45516,26,5,2
45517,21,0,2
45518,21,0,2
45519,22,1,2
45520,23,2,2
45521,24,3,2
45522,25,4,2
45523,26,5,2
45524,21,0,2
45525,22,1,2
45526,23,2,2
45527,24,3,2
45528,25,4,2
45529,26,5,2
45530,21,0,2
45531,22,1,2
45532,21,0,2
45533,22,1,2
45534,21,0,2
45535,21,0,2
45536,22,1,2
45537,21,0,2
45538,22,1,2
45539,21,0,2
45540,22,1,2
45541,21,0,2
45542,22,1,2
45543,23,2,2
45544,24,3,2
45545,25,4,2
45546,26,5,2
45547,21,0,2
45548,22,1,2
45549,21,0,2
45550,22,1,2
45551,23,2,2
45552,24,3,2
45553,25,4,2
45554,26,5,2
45555,21,0,2
45556,22,1,2
45557,22,0,2
45558,23,1,2
45559,24,2,2
45560,25,3,2
45561,26,4,2
45562,22,0,2
45563,23,1,2
45564,24,2,2
45565,25,3,2
45566,26,4,2
45567,22,0,2
45568,23,1,2
45569,24,2,2
45570,25,3,2
45571,26,4,2
45572,22,0,2
45573,23,1,2
45574,24,2,2
45575,25,3,2
45576,26,4,2
45577,22,0,2
45578,23,1,2
45579,24,2,2
45580,25,3,2
45581,26,4,2
45582,22,0,2
45583,23,1,2
45584,24,2,2
45585,25,3,2
45586,26,4,2
45587,22,0,2
45588,23,1,2
45589,24,2,2
45590,25,3,2
45591,26,4,2
45592,22,0,2
45593,23,1,2
45594,24,2,2
45595,25,3,2
45596,26,4,2
45597,22,0,2
45598,23,1,2
45599,24,2,2
45600,25,3,2
45601,26,4,2
45602,22,0,2
45603,23,1,2
45604,24,2,2
45605,25,3,2
45606,26,4,2
45607,22,0,2
45608,23,1,2
45609,24,2,2
45610,25,3,2
45611,26,4,2
45612,22,0,2
45613,23,1,2
45614,24,2,2
45615,25,3,2
45616,26,4,2
45617,22,0,2
45618,23,1,2
45619,24,2,2
45620,25,3,2
45621,26,4,2
45622,22,0,2
45623,23,1,2
45624,24,2,2
45625,25,3,2
45626,26,4,2
45627,22,0,2
45628,23,1,2
45629,24,2,2
45630,22,0,2
45631,23,1,2
45632,24,2,2
45633,25,3,2
45634,26,4,2
45635,22,0,2
45636,23,1,2
45637,24,2,2
45638,25,3,2
45639,26,4,2
45640,22,0,2
45641,23,1,2
45642,24,2,2
45643,25,3,2
45644,26,4,2
45645,22,0,2
45646,23,1,2
45647,24,2,2
45648,25,3,2
45649,26,4,2
45650,22,0,2
45651,23,1,2
45652,24,2,2
45653,25,3,2
45654,26,4,2
45655,22,0,2
45656,23,1,2
45657,24,2,2
45658,25,3,2
45659,26,4,2
45660,22,0,2
45661,23,1,2
45662,24,2,2
45663,25,3,2
45664,26,4,2
45665,22,0,2
45666,23,1,2
45667,24,2,2
45668,25,3,2
45669,26,4,2
45670,22,0,2
45671,23,1,2
45672,24,2,2
45673,25,3,2
45674,26,4,2
45675,22,0,2
45676,23,1,2
45677,24,2,2
45678,25,3,2
45679,26,4,2
45680,22,0,2
45681,23,1,2
45682,24,2,2
45683,25,3,2
45684,26,4,2
45685,22,0,2
45686,23,1,2
45687,24,2,2
45688,25,3,2
45689,26,4,2
45690,22,0,2
45691,23,1,2
45692,24,2,2
45693,25,3,2
45694,26,4,2
45695,22,0,2
45696,23,1,2
45697,24,2,2
45698,25,3,2
45699,26,4,2
45700,22,0,2
45701,23,1,2
45702,24,2,2
45703,25,3,2
45704,26,4,2
45705,22,0,2
45706,23,1,2
45707,24,2,2
45708,22,0,2
45709,23,1,2
45710,24,2,2
45711,22,0,2
45712,23,1,2
45713,24,2,2
45714,25,3,2
45715,26,4,2
45716,22,0,2
45717,23,1,2
45718,24,2,2
45719,25,3,2
45720,26,4,2
45721,22,0,2
45722,23,1,2
45723,24,2,2
45724,25,3,2
45725,26,4,2
45726,22,0,2
45727,23,1,2
45728,24,2,2
45729,25,3,2
45730,26,4,2
45731,22,0,2
45732,23,1,2
45733,24,2,2
45734,25,3,2
45735,26,4,2
45736,22,0,2
45737,23,1,2
45738,24,2,2
45739,25,3,2
45740,26,4,2
45741,22,0,2
45742,23,1,2
45743,24,2,2
45744,25,3,2
45745,26,4,2
45746,22,0,2
45747,23,1,2
45748,24,2,2
45749,25,3,2
45750,26,4,2
45751,22,0,2
45752,23,1,2
45753,24,2,2
45754,25,3,2
45755,26,4,2
45756,22,0,2
45757,23,1,2
45758,24,2,2
45759,25,3,2
45760,26,4,2
45761,22,0,2
45762,23,1,2
45763,24,2,2
45764,25,3,2
45765,26,4,2
45766,22,0,2
45767,23,1,2
45768,24,2,2
45769,25,3,2
45770,26,4,2
45771,22,0,2
45772,23,1,2
45773,24,2,2
45774,25,3,2
45775,26,4,2
45776,22,0,2
45777,23,1,2
45778,24,2,2
45779,25,3,2
45780,26,4,2
45781,22,0,2
45782,23,1,2
45783,24,2,2
45784,25,3,2
45785,26,4,2
45786,22,0,2
45787,23,1,2
45788,24,2,2
45789,25,3,2
45790,26,4,2
45791,22,0,2
45792,23,1,2
45793,24,2,2
45794,25,3,2
45795,26,4,2
45796,22,0,2
45797,23,1,2
45798,24,2,2
45799,25,3,2
45800,26,4,2
45801,22,0,2
45802,23,1,2
45803,24,2,2
45804,25,3,2
45805,26,4,2
45806,22,0,2
45807,23,1,2
45808,24,2,2
45809,25,3,2
45810,26,4,2
45811,22,0,2
45812,23,1,2
45813,24,2,2
45814,25,3,2
45815,26,4,2
45816,22,0,2
45817,23,1,2
45818,24,2,2
45819,25,3,2
45820,26,4,2
45821,22,0,2
45822,23,1,2
45823,24,2,2
45824,25,3,2
45825,26,4,2
45826,22,0,2
45827,23,1,2
45828,24,2,2
45829,25,3,2
45830,26,4,2
45831,22,0,2
45832,23,1,2
45833,24,2,2
45834,25,3,2
45835,26,4,2
45836,22,0,2
45837,23,1,2
45838,24,2,2
45839,25,3,2
45840,26,4,2
45841,22,0,2
45842,22,0,2
45843,23,1,2
45844,24,2,2
45845,25,3,2
45846,26,4,2
45847,22,0,2
45848,23,1,2
45849,22,0,2
45850,22,0,2
45851,22,0,2
45852,22,0,2
45853,22,0,2
45854,23,1,2
45855,24,2,2
45856,25,3,2
45857,26,4,2
45858,22,0,2
45859,22,0,2
45860,22,0,2
45861,22,0,2
45862,23,1,2
45863,24,2,2
45864,22,0,2
45865,22,0,2
45866,22,0,2
45867,22,0,2
45868,23,1,2
45869,24,2,2
45870,25,3,2
45871,26,4,2
45872,22,0,2
45873,23,1,2
45874,24,2,2
45875,25,3,2
45876,26,4,2
45877,22,0,2
45878,22,0,2
45879,22,0,2
45880,22,0,2
45881,23,1,2
45882,24,2,2
45883,25,3,2
45884,26,4,2
45885,22,0,2
45886,23,1,2
45887,24,2,2
45888,25,3,2
45889,26,4,2
45890,21,0,2
45891,22,1,2
45892,23,2,2
45893,24,3,2
45894,25,4,2
45895,21,0,2
45896,22,1,2
45897,23,2,2
45898,24,3,2
45899,25,4,2
45900,21,0,2
45901,22,1,2
45902,23,2,2
45903,24,3,2
45904,25,4,2
45905,21,0,2
45906,22,1,2
45907,23,2,2
45908,24,3,2
45909,25,4,2
45910,21,0,2
45911,22,1,2
45912,23,2,2
45913,24,3,2
45914,25,4,2
45915,21,0,2
45916,22,1,2
45917,23,2,2
45918,24,3,2
45919,25,4,2
45920,21,0,2
45921,22,1,2
45922,23,2,2
45923,24,3,2
45924,25,4,2
45925,21,0,2
45926,22,1,2
45927,23,2,2
45928,24,3,2
45929,25,4,2
45930,21,0,2
45931,22,1,2
45932,23,2,2
45933,24,3,2
45934,25,4,2
45935,21,0,2
45936,22,1,2
45937,23,2,2
45938,24,3,2
45939,25,4,2
45940,21,0,2
45941,22,1,2
45942,23,2,2
45943,24,3,2
45944,25,4,2
45945,21,0,2
45946,22,1,2
45947,23,2,2
45948,24,3,2
45949,25,4,2
45950,21,0,2
45951,22,1,2
45952,23,2,2
45953,24,3,2
45954,25,4,2
45955,21,0,2
45956,22,1,2
45957,23,2,2
45958,24,3,2
45959,25,4,2
45960,21,0,2
45961,22,1,2
45962,23,2,2
45963,24,3,2
45964,25,4,2
45965,21,0,2
45966,22,1,2
45967,23,2,2
45968,24,3,2
45969,25,4,2
45970,21,0,2
45971,22,1,2
45972,23,2,2
45973,24,3,2
45974,25,4,2
45975,21,0,2
45976,22,1,2
45977,23,2,2
45978,24,3,2
45979,25,4,2
45980,21,0,2
45981,22,1,2
45982,23,2,2
45983,24,3,2
45984,25,4,2
45985,21,0,2
45986,22,1,2
45987,23,2,2
45988,24,3,2
45989,25,4,2
45990,21,0,2
45991,22,1,2
45992,23,2,2
45993,24,3,2
45994,21,0,2
45995,22,1,2
45996,23,2,2
45997,24,3,2
45998,25,4,2
45999,21,0,2
46000,22,1,2
46001,23,2,2
46002,24,3,2
46003,25,4,2
46004,21,0,2
46005,22,1,2
46006,23,2,2
46007,24,3,2
46008,25,4,2
46009,21,0,2
46010,22,1,2
46011,23,2,2
46012,24,3,2
46013,25,4,2
46014,21,0,2
46015,22,1,2
46016,23,2,2
46017,24,3,2
46018,25,4,2
46019,21,0,2
46020,22,1,2
46021,23,2,2
46022,24,3,2
46023,25,4,2
46024,21,0,2
46025,22,1,2
46026,21,0,2
46027,22,1,2
46028,23,2,2
46029,24,3,2
46030,25,4,2
46031,21,0,2
46032,22,1,2
46033,23,2,2
46034,24,3,2
46035,25,4,2
46036,21,0,2
46037,22,1,2
46038,23,2,2
46039,24,3,2
46040,25,4,2
46041,21,0,2
46042,22,1,2
46043,23,2,2
46044,24,3,2
46045,25,4,2
46046,21,0,2
46047,22,1,2
46048,23,2,2
46049,24,3,2
46050,25,4,2
46051,21,0,2
46052,22,1,2
46053,23,2,2
46054,24,3,2
46055,25,4,2
46056,21,0,2
46057,22,1,2
46058,23,2,2
46059,24,3,2
46060,25,4,2
46061,21,0,2
46062,22,1,2
46063,23,2,2
46064,24,3,2
46065,25,4,2
46066,21,0,2
46067,22,1,2
46068,23,2,2
46069,24,3,2
46070,25,4,2
46071,21,0,2
46072,22,1,2
46073,23,2,2
46074,24,3,2
46075,25,4,2
46076,21,0,2
46077,22,1,2
46078,23,2,2
46079,24,3,2
46080,25,4,2
46081,21,0,2
46082,22,1,2
46083,23,2,2
46084,24,3,2
46085,25,4,2
46086,21,0,2
46087,22,1,2
46088,23,2,2
46089,24,3,2
46090,25,4,2
46091,21,0,2
46092,22,1,2
46093,23,2,2
46094,24,3,2
46095,25,4,2
46096,21,0,2
46097,22,1,2
46098,23,2,2
46099,24,3,2
46100,25,4,2
46101,21,0,2
46102,22,1,2
46103,23,2,2
46104,24,3,2
46105,25,4,2
46106,21,0,2
46107,22,1,2
46108,23,2,2
46109,24,3,2
46110,25,4,2
46111,21,0,2
46112,22,1,2
46113,23,2,2
46114,24,3,2
46115,25,4,2
46116,21,0,2
46117,22,1,2
46118,23,2,2
46119,24,3,2
46120,25,4,2
46121,21,0,2
46122,22,1,2
46123,23,2,2
46124,24,3,2
46125,25,4,2
46126,21,0,2
46127,22,1,2
46128,23,2,2
46129,24,3,2
46130,25,4,2
46131,21,0,2
46132,22,1,2
46133,23,2,2
46134,24,3,2
46135,25,4,2
46136,21,0,2
46137,22,1,2
46138,23,2,2
46139,24,3,2
46140,25,4,2
46141,21,0,2
46142,22,1,2
46143,23,2,2
46144,24,3,2
46145,25,4,2
46146,21,0,2
46147,22,1,2
46148,23,2,2
46149,24,3,2
46150,21,0,2
46151,22,1,2
46152,23,2,2
46153,24,3,2
46154,25,4,2
46155,21,0,2
46156,22,1,2
46157,23,2,2
46158,24,3,2
46159,25,4,2
46160,21,0,2
46161,22,1,2
46162,23,2,2
46163,24,3,2
46164,25,4,2
46165,21,0,2
46166,22,1,2
46167,23,2,2
46168,24,3,2
46169,25,4,2
46170,21,0,2
46171,22,1,2
46172,23,2,2
46173,24,3,2
46174,25,4,2
46175,21,0,2
46176,22,1,2
46177,23,2,2
46178,21,0,2
46179,22,1,2
46180,23,2,2
46181,24,3,2
46182,25,4,2
46183,21,0,2
46184,22,1,2
46185,23,2,2
46186,24,3,2
46187,25,4,2
46188,21,0,2
46189,22,1,2
46190,23,2,2
46191,24,3,2
46192,25,4,2
46193,21,0,2
46194,22,1,2
46195,23,2,2
46196,24,3,2
46197,25,4,2
46198,21,0,2
46199,22,1,2
46200,23,2,2
46201,24,3,2
46202,25,4,2
46203,21,0,2
46204,22,1,2
46205,23,2,2
46206,24,3,2
46207,25,4,2
46208,21,0,2
46209,21,0,2
46210,22,1,2
46211,23,2,2
46212,24,3,2
46213,25,4,2
46214,21,0,2
46215,22,1,2
46216,23,2,2
46217,24,3,2
46218,25,4,2
46219,21,0,2
46220,22,1,2
46221,23,2,2
46222,24,3,2
46223,25,4,2
46224,21,0,2
46225,22,1,2
46226,23,2,2
46227,24,3,2
46228,25,4,2
46229,21,0,2
46230,22,1,2
46231,23,2,2
46232,24,3,2
46233,25,4,2
46234,21,0,2
46235,22,1,2
46236,23,2,2
46237,24,3,2
46238,25,4,2
46239,21,0,2
46240,22,1,2
46241,23,2,2
46242,24,3,2
46243,25,4,2
46244,21,0,2
46245,22,1,2
46246,23,2,2
46247,24,3,2
46248,25,4,2
46249,21,0,2
46250,22,1,2
46251,23,2,2
46252,24,3,2
46253,25,4,2
46254,21,0,2
46255,22,1,2
46256,23,2,2
46257,24,3,2
46258,25,4,2
46259,21,0,2
46260,22,1,2
46261,23,2,2
46262,24,3,2
46263,25,4,2
46264,21,0,2
46265,22,1,2
46266,23,2,2
46267,24,3,2
46268,25,4,2
46269,21,0,2
46270,22,1,2
46271,23,2,2
46272,21,0,2
46273,22,1,2
46274,23,2,2
46275,24,3,2
46276,25,4,2
46277,21,0,2
46278,22,1,2
46279,23,2,2
46280,24,3,2
46281,25,4,2
46282,21,0,2
46283,22,1,2
46284,23,2,2
46285,24,3,2
46286,25,4,2
46287,21,0,2
46288,22,1,2
46289,23,2,2
46290,24,3,2
46291,25,4,2
46292,21,0,2
46293,22,1,2
46294,23,2,2
46295,24,3,2
46296,25,4,2
46297,21,0,2
46298,22,1,2
46299,23,2,2
46300,24,3,2
46301,25,4,2
46302,21,0,2
46303,22,1,2
46304,23,2,2
46305,24,3,2
46306,25,4,2
46307,21,0,2
46308,22,1,2
46309,23,2,2
46310,24,3,2
46311,25,4,2
46312,21,0,2
46313,22,1,2
46314,23,2,2
46315,24,3,2
46316,25,4,2
46317,21,0,2
46318,22,1,2
46319,23,2,2
46320,24,3,2
46321,25,4,2
46322,21,0,2
46323,22,1,2
46324,23,2,2
46325,24,3,2
46326,25,4,2
46327,21,0,2
46328,22,1,2
46329,23,2,2
46330,24,3,2
46331,25,4,2
46332,21,0,2
46333,22,1,2
46334,23,2,2
46335,24,3,2
46336,25,4,2
46337,21,0,2
46338,22,1,2
46339,23,2,2
46340,24,3,2
46341,25,4,2
46342,21,0,2
46343,22,1,2
46344,23,2,2
46345,24,3,2
46346,25,4,2
46347,21,0,2
46348,22,1,2
46349,23,2,2
46350,24,3,2
46351,25,4,2
46352,21,0,2
46353,22,1,2
46354,23,2,2
46355,24,3,2
46356,25,4,2
46357,21,0,2
46358,22,1,2
46359,23,2,2
46360,24,3,2
46361,25,4,2
46362,21,0,2
46363,22,1,2
46364,23,2,2
46365,21,0,2
46366,21,0,2
46367,22,1,2
46368,23,2,2
46369,24,3,2
46370,25,4,2
46371,21,0,2
46372,22,1,2
46373,23,2,2
46374,24,3,2
46375,25,4,2
46376,21,0,2
46377,22,1,2
46378,23,2,2
